	id	Uniprot.accession	Protein.short.name	Gene.Names	Protein.Names	Log2.ratio.D3.D0.Repl1	Log2.ratio.D3.D0.Repl2	Log2.ratio.D6.D3.Repl1	Log2.ratio.D6.D3.Repl2	Log2.ratio.D9.D6.Repl.1	Log2.ratio.D9.D6.Repl.2	Log2.ratio.D12.D9.Repl1	Log2.ratio.D12.D9.Repl2	Log2.ratio.iPS.D12.Repl.1	Log2.ratio.iPS.D12.Repl.2	GOCC	GOBP	GOMF	KEGG	Protein.Descriptions
11	658	A3KML3	A3KML3	Ywhaq	14-3-3 protein theta OS	0.143	0.509	0.044	0.043	0.146	-0.032	-0.071	0.038	-0.277	-0.383	cell fraction;soluble fraction;cytoplasm;macromolecular complex;protein complex;intracellular part;cell part	regulation of transcription, DNA-dependent;protein targeting;transport;intracellular protein transport;signal transduction;small GTPase mediated signal transduction;regulation of biosynthetic process;negative regulation of biosynthetic process;negative regulation of metabolic process;cellular process;regulation of gene expression;regulation of macromolecule biosynthetic process;negative regulation of macromolecule biosynthetic process;negative regulation of macromolecule metabolic process;negative regulation of gene expression;protein transport;regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;regulation of metabolic process;regulation of cellular metabolic process;negative regulation of cellular metabolic process;regulation of cellular biosynthetic process;negative regulation of cellular biosynthetic process;intracellular signal transduction;establishment of protein localization;negative regulation of transcription, DNA-dependent;negative regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;intracellular transport;negative regulation of biological process;negative regulation of cellular process;regulation of biological process;regulation of cellular process;response to stimulus;regulation of nitrogen compound metabolic process;negative regulation of nitrogen compound metabolic process;establishment of localization;regulation of RNA metabolic process;negative regulation of RNA metabolic process;establishment of localization in cell;cellular response to stimulus;regulation of macromolecule metabolic process;biological regulation;regulation of primary metabolic process;regulation of cellular macromolecule biosynthetic process;negative regulation of cellular macromolecule biosynthetic process	catalytic activity;monooxygenase activity;binding;protein binding;oxidoreductase activity;protein domain specific binding;protein N-terminus binding	Cell cycle;Oocyte meiosis;Neurotrophin signaling pathway	>tr|A3KML3|A3KML3_MOUSE MCG126220 OS=Mus musculus GN=Ywhaq PE=2 SV=1;>sp|P68254|1433T_MOUSE 14-3-3 protein theta OS=Mus musculus GN=Ywhaq PE=1 SV=1;>sp|P68254-2|1433T_MOUSE Isoform 2 of 14-3-3 protein theta OS=Mus musculus GN=Ywhaq
12	3623	P63101	1433Z	Ywhaz	14-3-3 protein zeta/delta	0.355	0.213	0.043	0.062	-0.023	0.156	0.175	0.277	-0.531	-0.69	cell fraction;soluble fraction;nucleus;cytoplasm;mitochondrion;postsynaptic density;cytoplasmic membrane-bounded vesicle;cytoplasmic vesicle;vesicle;membrane-bounded vesicle;macromolecular complex;melanosome;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;protein complex;organelle part;intracellular part;cytoskeletal part;cytoplasmic part;intracellular organelle part;synapse part;cell part;pigment granule	histamine secretion;histamine secretion involved in inflammatory response;histamine secretion by mast cell;protein targeting;protein targeting to mitochondrion;transport;mitochondrial transport;intracellular protein transport;hormone transport;cellular process;regulation of hormone levels;protein transport;amine transport;protein import;signal release;secretion by cell;response to chemical stimulus;response to drug;establishment of protein localization;hormone secretion;secretion;intracellular transport;response to stimulus;establishment of localization;histamine transport;establishment of localization in cell;biological regulation;regulation of biological quality;organic substance transport;nitrogen compound transport;establishment of protein localization to organelle;establishment of protein localization in mitochondrion	binding;protein binding;transcription factor binding;protein domain specific binding;protein complex binding	Cell cycle;Oocyte meiosis;Neurotrophin signaling pathway	>sp|P63101|1433Z_MOUSE 14-3-3 protein zeta/delta OS=Mus musculus GN=Ywhaz PE=1 SV=1
13	7425	Q9ERR7	15-Sep	Sep15	15 kDa selenoprotein	-0.895	-1.314	-0.268	0.061	0.117	-0.813	0.168	0.1	0.342	1.057	endoplasmic reticulum;endoplasmic reticulum lumen;membrane-enclosed lumen;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;organelle lumen;organelle part;intracellular part;endoplasmic reticulum part;cytoplasmic part;intracellular organelle part;cell part;intracellular organelle lumen	DNA packaging;chromatin organization;protein folding;'de novo' protein folding;organelle organization;metabolic process;cellular process;cellular component organization;protein metabolic process;reproductive process;sperm chromatin condensation;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;cellular protein metabolic process;cellular process involved in reproduction;'de novo' posttranslational protein folding;chromosome organization;DNA conformation change;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular component organization at cellular level	catalytic activity;peroxidase activity;binding;protein binding;thioredoxin peroxidase activity;selenium binding;antioxidant activity;oxidoreductase activity;oxidoreductase activity, acting on peroxide as acceptor;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;peroxiredoxin activity		>sp|Q9ERR7|SEP15_MOUSE 15 kDa selenoprotein OS=Mus musculus GN=Sep15 PE=1 SV=3
14	7414	Q9ER81	Q9ER81	Tor1aip2	15kD interferon alpha responsive protein	NA	-0.523	NA	0.039	0.455	NA	-0.226	NA	1.183	NA	endoplasmic reticulum;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular part;cytoplasmic part;cell part		binding;protein binding		>tr|Q9ER81|Q9ER81_MOUSE 15kD interferon alpha responsive protein OS=Mus musculus GN=Tor1aip2 PE=2 SV=1
15	3483	P58871	TB182	Tnks1bp1	182 kDa tankyrase-1-binding protein	-0.848	-1.691	-0.468	0.049	0.194	-0.066	0.258	0.521	0.114	0.005	nucleus;chromosome;cytoplasm;cytoskeleton;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular part;cell part				>sp|P58871|TB182_MOUSE 182 kDa tankyrase-1-binding protein OS=Mus musculus GN=Tnks1bp1 PE=1 SV=2
16	3835	Q059U0	Q059U0	Agpat2	1-acylglycerol-3-phosphate O-acyltransferase 2 (Lysophosphatidic acid acyltransferase, beta)	0.477	0.275	NA	-0.302	0.082	-0.308	0.495	0.596	0.035	-0.704	membrane;cell part;endoplasmic reticulum;integral to membrane;intrinsic to membrane;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular part;membrane part;cytoplasmic part	regulation of cytokine production;positive regulation of cytokine production;organic acid metabolic process;lipid metabolic process;phospholipid metabolic process;glycerophospholipid metabolic process;phosphatidic acid biosynthetic process;metabolic process;lipid biosynthetic process;phospholipid biosynthetic process;biosynthetic process;cellular process;organic acid biosynthetic process;organophosphate metabolic process;carboxylic acid metabolic process;cellular ketone metabolic process;oxoacid metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular lipid metabolic process;small molecule metabolic process;small molecule biosynthetic process;glycerolipid biosynthetic process;carboxylic acid biosynthetic process;phosphatidic acid metabolic process;glycerophospholipid biosynthetic process;glycerolipid metabolic process;positive regulation of biological process;regulation of biological process;regulation of multicellular organismal process;positive regulation of multicellular organismal process;biological regulation	catalytic activity;1-acylglycerol-3-phosphate O-acyltransferase activity;O-acyltransferase activity;acyltransferase activity;acylglycerol O-acyltransferase activity;transferase activity;transferase activity, transferring acyl groups;transferase activity, transferring acyl groups other than amino-acyl groups	Glycerolipid metabolism;Glycerophospholipid metabolism;Fat digestion and absorption	>tr|Q059U0|Q059U0_MOUSE 1-acylglycerol-3-phosphate O-acyltransferase 2 (Lysophosphatidic acid acyltransferase, beta) OS=Mus musculus GN=Agpat2 PE=2 SV=1;>sp|Q8K3K7|PLCB_MOUSE 1-acyl-sn-glycerol-3-phosphate acyltransferase beta OS=Mus musculus GN=Agpat2 PE=
17	1215	C4B4E7	C4B4E7	Agpat3	1-acylglycerol-3-phosphate O-acyltransferase 3, isoform CRA_a	-0.801	-0.088	-0.088	-0.071	0.101	0.132	0.456	0.118	-0.63	-0.89	endoplasmic reticulum;plasma membrane;membrane;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular part;cytoplasmic part;cell part;endoplasmic reticulum membrane;integral to membrane;organelle membrane;intrinsic to membrane;organelle part;membrane part;endoplasmic reticulum part;intracellular organelle part	metabolic process;lipid metabolic process;phospholipid metabolic process;lipid biosynthetic process;phospholipid biosynthetic process;biosynthetic process;cellular process;organophosphate metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular lipid metabolic process	catalytic activity;1-acylglycerol-3-phosphate O-acyltransferase activity;O-acyltransferase activity;acyltransferase activity;acylglycerol O-acyltransferase activity;transferase activity;transferase activity, transferring acyl groups;transferase activity, transferring acyl groups other than amino-acyl groups	Glycerolipid metabolism;Glycerophospholipid metabolism	>tr|C4B4E7|C4B4E7_MOUSE 1-acylglycerol-3-phosphate O-acyltransferase 3, isoform CRA_a OS=Mus musculus GN=Agpat3 PE=2 SV=1;>sp|Q9D517|PLCC_MOUSE 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Mus musculus GN=Agpat3 PE=1 SV=2
18	7313	Q9DBL9	ABHD5	Abhd5	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	NA	NA	NA	NA	NA	NA	NA	NA	1.67	NA	cytoplasm;lipid particle;cytosol;intracellular part;cytoplasmic part;cell part	organic acid metabolic process;lipid metabolic process;fatty acid metabolic process;phospholipid metabolic process;glycerophospholipid metabolic process;phosphatidic acid biosynthetic process;metabolic process;lipid biosynthetic process;phospholipid biosynthetic process;biosynthetic process;positive regulation of metabolic process;regulation of catabolic process;positive regulation of catabolic process;cellular process;regulation of lipid storage;negative regulation of lipid storage;regulation of sequestering of triglyceride;negative regulation of sequestering of triglyceride;regulation of triglyceride catabolic process;positive regulation of triglyceride catabolic process;organic acid biosynthetic process;regulation of lipid metabolic process;regulation of metabolic process;organophosphate metabolic process;carboxylic acid metabolic process;cell differentiation;regulation of cellular metabolic process;positive regulation of cellular metabolic process;regulation of cellular catabolic process;positive regulation of cellular catabolic process;developmental process;monocarboxylic acid metabolic process;regulation of localization;cellular ketone metabolic process;positive regulation of catalytic activity;oxoacid metabolic process;positive regulation of molecular function;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular lipid metabolic process;small molecule metabolic process;small molecule biosynthetic process;glycerolipid biosynthetic process;positive regulation of lipid metabolic process;carboxylic acid biosynthetic process;phosphatidic acid metabolic process;glycerophospholipid biosynthetic process;glycerolipid metabolic process;positive regulation of biological process;negative regulation of biological process;positive regulation of cellular process;cellular developmental process;regulation of biological process;regulation of catalytic activity;regulation of cellular process;regulation of lipid catabolic process;positive regulation of lipid catabolic process;regulation of lipoprotein lipase activity;positive regulation of lipoprotein lipase activity;regulation of hydrolase activity;positive regulation of hydrolase activity;regulation of lipase activity;positive regulation of lipase activity;biological regulation;regulation of molecular function;regulation of primary metabolic process;regulation of triglyceride metabolic process;positive regulation of triglyceride metabolic process	catalytic activity;1-acylglycerol-3-phosphate O-acyltransferase activity;triglyceride lipase activity;binding;protein binding;O-acyltransferase activity;acyltransferase activity;lipase activity;acylglycerol O-acyltransferase activity;transferase activity;transferase activity, transferring acyl groups;transferase activity, transferring acyl groups other than amino-acyl groups;hydrolase activity;hydrolase activity, acting on ester bonds;carboxylic ester hydrolase activity		>sp|Q9DBL9|ABHD5_MOUSE 1-acylglycerol-3-phosphate O-acyltransferase ABHD5 OS=Mus musculus GN=Abhd5 PE=1 SV=1;>sp|Q9DBL9-2|ABHD5_MOUSE Isoform 2 of 1-acylglycerol-3-phosphate O-acyltransferase ABHD5 OS=Mus musculus GN=Abhd5
19	1884	E9PY97	E9PY97	Agpat1	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha OS	-0.345	NA	0.088	NA	0.947	NA	0.227	NA	-0.057	2.17	membrane;cell part;integral to membrane;intrinsic to membrane;membrane part	lipid metabolic process;phospholipid metabolic process;metabolic process;lipid biosynthetic process;phospholipid biosynthetic process;biosynthetic process;cellular process;organophosphate metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular lipid metabolic process;organic acid metabolic process;glycerophospholipid metabolic process;phosphatidic acid biosynthetic process;organic acid biosynthetic process;carboxylic acid metabolic process;cellular ketone metabolic process;oxoacid metabolic process;small molecule metabolic process;small molecule biosynthetic process;glycerolipid biosynthetic process;carboxylic acid biosynthetic process;phosphatidic acid metabolic process;glycerophospholipid biosynthetic process;glycerolipid metabolic process	catalytic activity;1-acylglycerol-3-phosphate O-acyltransferase activity;O-acyltransferase activity;acyltransferase activity;acylglycerol O-acyltransferase activity;transferase activity;transferase activity, transferring acyl groups;transferase activity, transferring acyl groups other than amino-acyl groups	Glycerolipid metabolism;Glycerophospholipid metabolism;Fat digestion and absorption	>tr|E9PY97|E9PY97_MOUSE Uncharacterized protein OS=Mus musculus GN=Agpat1 PE=4 SV=1;>sp|O35083|PLCA_MOUSE 1-acyl-sn-glycerol-3-phosphate acyltransferase alpha OS=Mus musculus GN=Agpat1 PE=2 SV=1
20	6178	Q8K4X7	PLCD	Agpat4	1-acyl-sn-glycerol-3-phosphate acyltransferase delta	1.298	0.741	-0.139	0.264	-0.047	-0.512	0.525	0.62	-1.35	-1.585	membrane;integral to membrane;intrinsic to membrane;membrane part;cell part	lipid metabolic process;phospholipid metabolic process;metabolic process;lipid biosynthetic process;phospholipid biosynthetic process;biosynthetic process;cellular process;organophosphate metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular lipid metabolic process	catalytic activity;1-acylglycerol-3-phosphate O-acyltransferase activity;O-acyltransferase activity;acyltransferase activity;acylglycerol O-acyltransferase activity;transferase activity;transferase activity, transferring acyl groups;transferase activity, transferring acyl groups other than amino-acyl groups	Glycerolipid metabolism;Glycerophospholipid metabolism	>sp|Q8K4X7|PLCD_MOUSE 1-acyl-sn-glycerol-3-phosphate acyltransferase delta OS=Mus musculus GN=Agpat4 PE=2 SV=1
21	2338	Q9D1E8	PLCE	Agpat5	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	0.163	0.914	0.066	1.822	0.072	-1.354	0.524	0.445	-0.972	-2.919	mitochondrion;membrane;integral to membrane;intrinsic to membrane;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular part;membrane part;cytoplasmic part;cell part	lipid metabolic process;neutral lipid metabolic process;acylglycerol metabolic process;phospholipid metabolic process;glycerol ether metabolic process;metabolic process;lipid biosynthetic process;phospholipid biosynthetic process;biosynthetic process;cellular process;organic ether metabolic process;organophosphate metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular lipid metabolic process;small molecule metabolic process;glycerolipid metabolic process	catalytic activity;1-acylglycerol-3-phosphate O-acyltransferase activity;O-acyltransferase activity;acyltransferase activity;acylglycerol O-acyltransferase activity;transferase activity;transferase activity, transferring acyl groups;transferase activity, transferring acyl groups other than amino-acyl groups		>sp|Q9D1E8|PLCE_MOUSE 1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon OS=Mus musculus GN=Agpat5 PE=2 SV=2;>tr|E9QKC8|E9QKC8_MOUSE Uncharacterized protein OS=Mus musculus GN=Agpat5 PE=4 SV=1
22	1575	E9QL40	E9QL40	Pikfyve	1-phosphatidylinositol-3-phosphate 5-kinase OS	-1.958	-0.15	1.179	0.158	-0.657	0.257	-0.488	-0.723	-0.424	-0.641	endosome;cytosol;endosome membrane;vesicle membrane;membrane;cytoplasmic membrane-bounded vesicle;stored secretory granule;cytoplasmic vesicle membrane;organelle membrane;cytoplasmic vesicle;early endosome membrane;vesicle;membrane-bounded vesicle;insulin-responsive compartment;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;organelle part;intracellular part;membrane part;cytoplasmic vesicle part;endosomal part;cytoplasmic part;intracellular organelle part;cell part;membrane raft;perinuclear region of cytoplasm	lipid metabolic process;phospholipid metabolic process;glycerophospholipid metabolic process;phosphorus metabolic process;phosphate metabolic process;signal transduction;metabolic process;cellular process;phosphorylation;protein metabolic process;organophosphate metabolic process;lipid modification;intracellular signal transduction;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular lipid metabolic process;cellular macromolecule metabolic process;cellular protein metabolic process;glycerolipid metabolic process;phosphatidylinositol metabolic process;lipid phosphorylation;phosphatidylinositol phosphorylation;regulation of biological process;regulation of cellular process;response to stimulus;cellular response to stimulus;biological regulation;transport;protein localization;vesicle-mediated transport;endosome transport;macromolecule localization;protein localization to organelle;protein localization to nucleus;cellular protein localization;retrograde transport, endosome to Golgi;intracellular transport;localization;establishment of localization;cellular localization;establishment of localization in cell;cellular macromolecule localization	nucleotide binding;lipid kinase activity;catalytic activity;inositol or phosphatidylinositol kinase activity;binding;ATP binding;zinc ion binding;kinase activity;phosphatidylinositol phosphate kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;purine nucleotide binding;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding;ion binding;cation binding;metal ion binding;transition metal ion binding;1-phosphatidylinositol-3-phosphate 5-kinase activity;protein binding;1-phosphatidylinositol-4-phosphate 5-kinase activity	Inositol phosphate metabolism;Phosphatidylinositol signaling system;Phagosome;Regulation of actin cytoskeleton	>tr|E9QL40|E9QL40_MOUSE Uncharacterized protein OS=Mus musculus GN=Pikfyve PE=4 SV=1;>sp|Q9Z1T6|FYV1_MOUSE 1-phosphatidylinositol-3-phosphate 5-kinase OS=Mus musculus GN=Pikfyve PE=1 SV=2;>tr|D3Z5N5|D3Z5N5_MOUSE Uncharacterized protein OS=Mus musculus GN=P
23	3381	P51432	PLCB3	Plcb3	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta-3	-1.345	-0.887	0.61	0.144	0.127	-0.098	0.082	0.191	0.021	-0.008	nucleus;plasma membrane;membrane;sarcolemma;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular part;cell part	lipid metabolic process;transport;post-Golgi vesicle-mediated transport;signal transduction;cell surface receptor linked signaling pathway;G-protein coupled receptor protein signaling pathway;metabolic process;catabolic process;cellular process;lipid catabolic process;vesicle-mediated transport;intracellular signal transduction;primary metabolic process;intracellular transport;Golgi vesicle transport;regulation of biological process;regulation of cellular process;response to stimulus;establishment of localization;establishment of localization in cell;cellular response to stimulus;biological regulation	catalytic activity;phosphatidylinositol phospholipase C activity;phospholipase activity;phospholipase C activity;signal transducer activity;binding;calcium ion binding;phosphoric diester hydrolase activity;lipase activity;hydrolase activity;hydrolase activity, acting on ester bonds;phosphoric ester hydrolase activity;ion binding;cation binding;metal ion binding;molecular transducer activity		>sp|P51432|PLCB3_MOUSE 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta-3 OS=Mus musculus GN=Plcb3 PE=2 SV=1;>tr|Q3UIS0|Q3UIS0_MOUSE Phospholipase C, beta 3, isoform CRA_a OS=Mus musculus GN=Plcb3 PE=2 SV=1
24	6270	Q8R3B1	PLCD1	Plcd1	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase delta-1	-4.956	-3.149	NA	NA	NA	-0.801	NA	0.789	2.531	2.975	cytosol;intracellular part;cytoplasmic part;cell part	angiogenesis;blood vessel development;lipid metabolic process;signal transduction;metabolic process;catabolic process;cellular process;lipid catabolic process;developmental process;intracellular signal transduction;regulation of cell proliferation;primary metabolic process;organ development;embryonic organ development;anatomical structure formation involved in morphogenesis;anatomical structure development;regulation of biological process;regulation of cellular process;response to stimulus;cellular response to stimulus;placenta blood vessel development;labyrinthine layer blood vessel development;biological regulation	catalytic activity;phosphatidylinositol phospholipase C activity;phospholipase activity;phospholipase C activity;signal transducer activity;binding;calcium ion binding;phosphoric diester hydrolase activity;lipase activity;hydrolase activity;hydrolase activity, acting on ester bonds;phosphoric ester hydrolase activity;ion binding;cation binding;metal ion binding;molecular transducer activity	Inositol phosphate metabolism;Calcium signaling pathway;Phosphatidylinositol signaling system	>sp|Q8R3B1|PLCD1_MOUSE 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase delta-1 OS=Mus musculus GN=Plcd1 PE=2 SV=1;>tr|Q9Z1B4|Q9Z1B4_MOUSE Phospholipase C delta-1 OS=Mus musculus GN=Plcd1 PE=2 SV=1
